text,label
"Love sundays. Especially when F1 is on!! Still in PJ`s, no plans to get out of them any time soon",1
"It`s Happy Star Wars Day, LOL.  May the force be strong with you all.",1
I think my book is gone forever... we mourn forever  ****!,0
Done with geology!! But I`m really missing my favorite sisters! Especially because they can`t go to banquet tonight,0
 weekend is going great  Yours?,1
had delicious pav + bhaaji + finely chopped onion + little dash of lemon  Yummy!,1
the plan to not spend money is not going well,0
I hate funerals.,0
 unfair  I wanna go too.,0
 Soooooooooo win the PowerBall jackpot then impose your formidable will upon the weather,1
 Name the rest? Let`s see. Mystery Jets are pretty cool. Ida Maria AND you shud rly listen to Say Anything!,1
 You`re welcome,1
Bout to go to bed... Happy Mother`s Day ladies .... especially all th 1s who takin care of thier kids alone..n I Love U Momma,1
Printing from Opera gives me a much better result (but printing to PDF it names it _stdin_.pdf) - always gotta compromise,1
im grounded tonight  i hate stupid silent mode,0
 last week  and I interviewed  and we told him you are the FB queen! Glad to see you both connected,1
   I love you,1
" Good morning to you, however it`s night time for me, so I am off to bed *hugs* Have a great day",1
 Wow - that`s one deep sleep!  Wish I could sleep like that -one little noise and I`m awake,1
_soch hah nooo she is the obly one that can AUMFFF i hate nick because he is datin miley,0
Had a good end to a busy day and now I`m off to bed with a full belly of sushi,1
 did she tell you why she hasnt? i miss my boge.,0
" Yes, people skills and social manners are quite nice.  If you a few billion, guess you need MORE love to gently guide you.",1
I feel really bad for female racoons with abusive racoon husbands... when you always have black eyes- no one can help,0
loves finding new followers,1
_jonas101 WOW they`re totally amazing and they`re more than awesome,1
Please don`t vote for her out of sympathy!  #BGT,0
" please dont change anything in your site. I love it.. will always love it even if.. so, please? pretty please?",1
Gudluck to   !!,1
"Omg my head still hurts, i need to get my comics today so i got to hurry  lol",0
 Major Fail. Since you asked,0
Roasting to most probably death,0
"Ghhh! Went an hour earlier to bed thinking ill get an area hr of sleep, woke up an hr earlier. Today is gonna be a looooong one again.",0
Kinda doing nothing. Life is boring. I feel like changing my look. Let`s go shopping tomorrow,0
 I can`t direct message you for my free lunch,0
" hi ty. good morning. happy mom`s day to your mom. i love that your entire family is adding me on FB! i love `em, very sweet!",1
"'I only think of you as breaking my heart, I`m trying to keep it together but I`m falling apart.'",0
 Hi x Your websites soo cool i love using it  Thank you,1
 We never miss ICarly - my son has a huge crush on Miranda,1
My student just walked in balling.  She just witnessed her dog getting hit on the street.  I don`t know what to do to cheer her up.,0
feels very very sick  hmph.,0
" mmmm now you`re speaking my language! (Unfortunately, in militant diet mode-am seriously thinking of  competiton-so no TB I guess",0
 Congratulations on winning the Indie Award,1
No show tonight  No plans. Ughhhh.,0
 I don`t find this stuff amusing any more,0
just got back from my grandparents suprise 60th anniversary party...it was sooooo much fun!!!,1
 lucky! that`s awesome,1
Woo hoo party over here. Its gonna be fun,1
ayy fml. nothing is perfect,0
G`day  Thanx for following.,1
 hah i`ma knock on wood but my PC has never crashed yet..nor my laptop  but then i`m careful with stuff so maybe that`s y,1
Photovia secondstar05) i dreamt i was doing spells from harry potter yesterday night lol  i loved it. http://tumblr.com/xyt1qynya,1
Making my boyfriend look different.  He`s  cute no matter what. <3,1
chillin with christina and diana,1
I Love You MOM....alwayyyyyyyssssssss,1
"_: '  Good evening, kind sir *bows*' ? http://blip.fm/~5z7zv",1
I love all my friends      and drew were fun tonight,1
Guys... a serious question. Which song do you like most of all your CDs? Be honest! I know you won`t reply me  <333 Maria,1
Today seems like it should be a good day! Even though my fuel pump is going out on my car  *~xoxo~*,1
why does twitter hate me i cant put no photos on my page,0
 i have 2 friends going  so jealous,0
" Oh yea, my pain went down a little bit from laughing so hard which was good and nice for once.",1
 i have bad news... i have to go take the dog for a walk--they`re upset w/me!,0
 yeahhh! u`ve got plenty of great fans!! And in Spain too! u should come and play a gig here!!,1
Somebody accidentely sleep for 3 hours instead of 2 and now I can`t hang out  WORK BLOWS! sorry _jones20 and ,0
 haha you would do that =P that`s cute. nobody ever comes to visit me  god **** lake geneva and how far it is from civilizati ...,1
 pffftt! You know how I like to stay busy!  I`m Awesome (and sober...dang)! How are you??,1
 pauly wallly ! you made my life **** happy as hell and i love you x3 you should reply back to me,1
" Yeah I just accepted UBC`s offer last night, but I dunno if I`ll still make it in because I`ve been slacking off a lot lately.",0
just come in from the garden. It is very warm out there but beautiful. Didnt do much revision though,1
" don`t frown my lil aussie, I still love you! *muah*",1
 haha they might! good luck if you`re taking it as well  i`m hoping I get a 1 for putting my name down,1
My eyes hurt,0
i miss rich,0
"_Meir ohhhh ouch dude, I got it now I was drunk last night and didn`t get the context. Sorry dude.",0
 they really do. it is a crying shame.,0
"_K Why thank you ver much!  I appreci-****-ate the compliment. I do my level best, you know. Can`t let mother down.",1
 aww tessy wanna hug?,1
 it was amazing,1
**** being broke on the day Guitar Hero Metallica comes out!  Boooooooo,0
wide awake ready for the big shopping trip! hope I get tones of sweet dealz and lots of fancy clothes,1
_gurl woot,1
"i miss him  ALOT but im not gonna talk to him, i HOPE",0
 Thanks hon. #Migraine went away then came back.,1
Happy #StarWarsDay. May the 4th be with you!  From everyone _paintball,1
 MCM is still my next main event.  I`ll be happy to get back running soon.  Still run-less for 10 days.,1
 haha i love surprises! i don`t work til sunday tho so i have to wait.,1
 its cool.  Im glad everyone had a nice date night.  Maybe one day ill get one too.,1
Because I love my job,1
" Yeaa I Know She is Smartier Then That, plus She Knows The real Thing Is Better Lol",1
someone broke into my car big time = having a really bad day,0
 such a great idea!,1
I really fancy a frappuccino from Starbucks right now,1
alone @ home... nice  very nice!!,1
I need to get it together before Ricky gets home. He is not going to be pleased about me breaking up this **** bathroom,0
...definitely the first time I`ve felt alive again in years. Super happy,1
Went to sleep and there is a power cut in Noida  Power back up not working too,0
"discovered cause of a bug in the new #NetPLAYER 4 build. Publishing bug fix now, hopefully new beta by tomorrow",1
SON OF A ****!!!! ARGGGHHHHHHHHHHH SO OVER IT.,0
ah seriously i dont even work with children some how i am still sick!  groundhog friday just got worse.,0
" OMG, you have curly hair! Too cute!",1
"I looove guitars, and playing them. I think they sound magnificent. If only i was better... If only",1
 I am using iMovie 08 and it`s still not bad. I am afraid to hear what is wrong with 09,0
I miss my cousin so much,0
  awww thank you,1
  Have fun! Wish your mums a happy mother`s day for us!,1
 im sadd sancha  june 18 for me is a fail  its gonna be you and chini ((((((,0
"i`m gonna eat some chips??!! anybody, want some??? hahaha!",1
Oops that would be #edaust09,0
Going to bed. Talk to ya later!  goodnight birdies LOL,1
has two tickets to Amadou and Miriam for Tue. June 2 that I can`t use  $25 each to anyone who wants `em. That`s face value. Should be good,1
 wtf kinda best friend am I? I *still* haven`t met the hubby. That depresses me,0
 tts ridiculously sweet of you,1
",.. oh the Mint Lounge ...AWESOME night",1
I wish I was laying in the sand listening to the waves crash against the shore!!!,1
 I was sleep for all that and missed the fun! Hey DG.  lets play another gammme brian,0
"Some of the figures quoted are so wildly optimistic, they are the stuff of science fiction.  A bit disapointed in CIBER and SABIP",0
"bf moves to the city tomorrow. Currently he lives down the st.  Sadness.  He will be far away  (not TOO far, but not down the street )",0
 thanks for having me! i had a great time too,1
Pappadeux has some yummy strawberry lemonade,1
" Aw, that stinks, I`m sorry.",0
Guinness got 2 `new` toys from mom and dads house.  Hooray for free stuff,1
im determined to slarm around my house and eat egg sandwiches. and smoke a few bowls. sounds like a splendid evening to me,1
 because i stopped today :S wish me luck.....  (had to overload first),1
 not happy,0
OMJ! The 3rd episode of Jonas is too great! They are so funny. I wish I was the Pizza Girll. Lol <3,1
 that little girl on BGT! how sad! i cried  lol xxxxxxxxxxxxxxxxxxx,0
knocked up is sooo godamn funny. never gets old  'you`re tupac. you`re biggie.' lol,1
" Almost, almost.. Thanks on the 'good save' Z!",1
_Morden ..be at richard`s. if not then i`ll see you when you/we get back  good luck!,1
"Hey Fused Gaming, FusedGaming Forums have been delayed until 9PM PT/12AM ET tonight... sorry   (abean2007 live > http://ustre.am/1ntp)",0
 I like how the binary code under your name says ZirconCode as well. XD It`s looking very nice. Better than before.,1
 wasnt it sad?  was the 3d good?,0
LOVE  LOVE him.  http://bit.ly/chLaV   @ that tease of Your Baby @ the end... boooooo. still luv tho.,1
  what`s wrong with debbie?,0
   good point!! Mine is on its way. How did he get delivered?  I will post pics too wen I get him,1
 i see you hannah klein!. lookin good today,1
how do I vote for Mr twitter universe??? I`m a bit stuck,0
 OMG i want to go too!  hahaha,1
saying goodbye to Papa....,0
My mother is taking Gambit to the vet today. I hope it`s nothing too serious.,1
 sounds like my kinda day,1
This day is fkn UGLY & it matches my mood  unfortunatly. Time 2 blast off 2 the moon,0
I miss the seniors already,0
35 hours in the sun=rash,0
" you are amazing as alice, as if she was made for you. Thank you for everything! I now have a face for the character",1
 http://twitpic.com/4l85a - best kind of gum ever! I just bought a pack,1
Fight Club 10th anniversary re-enacting. Nice tattoos  http://img.suicidegirls.com/media/albums/6/57/13576/658166.jpg,1
OMGoodness back to school soon FUN!,1
ughhh studying for finals i wish i could go to prom,1
Oh my gosh! My hair is so short! I miss my long hair!,0
I did not twitt yesterday cause it was a very busy day but I`ll be back tomorrow  BTW I can not sleep  I`m like in zombie mode @_@,0
Just took my IC photo!looks good  - http://tweet.sg,1
 - absolutely loves it....  u r too many things!,1
oh no. opera 10 is not google friendly  *weeps*,0
received her first pressie. Happy happy.,1
not looking forward to driving in this storm.,0
Cool. Cant wait for dustbin baby,1
I do not feel good,0
Its chilly n lonley n this livingroom,1
"over LT training today, ehhh hard to tall how hard it was. But now I feels good. Sunday race day again... Its raining now so lost of mud",1
_n_booklife I heard about that too... that seems an overreaction...,0
Respect to  for the Heineken man bag  http://twitpic.com/4jdrg,1
At work... supposed to be a day off but too much work to get done for PLM World... sigh,0
Thanks  for shoutin out my mom today  She also says thanks!,1
First time I`m going home early  sucks to b single no one to call,0
 cupcake!!  you can call me anything but 'bitch' i suppose..and even then under certain circumstances....,0
 My ex-colleagues from Shaanxi kept boasting of their native noodles. So I`m REALLY curious about Shaanxi food.,1
Wow.. TAGers ROCK!!!  Awesome performance,1
hope this day will be nice as the sun that are upon us,1
" ouch! I can`t even look at that one, just knowing it exists it enough for me",0
Had a great weekend... but ate too much I think..  I am looking forward to my trip to Hobart on Friday the 15th....,1
CONGRATS !! I just KNEW a princess would win!!!   #sigjeans,1
2 days till birthday! I just hope the weathers good!! And it best be good on thursday and friday! Otherwise il scream! happy b`day keiron,1
 rob got lucky that game he beat me 209-205,1
" pheasant dreams, kaotic ones",0
Sunburned from Venice and watching Fred Claus....Such excitement!!,1
"i like this new trend ,  who`s next ? http://tinyurl.com/qcy8d4",1
 Thank you so much  Me neitherrrr!,1
omg himym! one of the best shows on earth,1
"Goooooodmoring , I don`t want to be up I am YAT   happy birthday again _aygee !",1
 I`m sorry about your bad driving experiences.,0
"Ugh, I`m definitely going to be sick. It`s coming and it`s going to suck.",0
 It is sad... I feel bad when I hear it. They look like mid 30`s. It`s like something u wld see on lifetime,0
 i hate feeling like this,0
  holla happy early mother`s day,1
_Melbourne Sounds good! Say hi if you run into me there! I`m always always having coffee there,1
 I told that joke onstage at Butlins in 1991. One person laughed. Scarred for life at 8,0
 OMG....that is soooo sad.,0
 anywhere!!! i don`t mind...as long as i`m superman and there`s good music...all is sweet,1
" yeah, totally unfair.  we should just. FLAME THEM EVERYWHERE",0
Back in from LI 2hours ago n still made it to work  yay me,1
" and what about me, huh? I`m crying. Did U forget me?",0
 oh nice going!,1
 good!  now let`s go get this done..... www.HennesseyBlack.com,1
last night`s paper writing session=still not done. I need to prioritize better.,0
"had the best mother`s day! breakfast, shopping and lunch, drinks, chocolate galore!",1
Crisis: forgot my fringe comb  I`m with men....no one will help me,0
I cant use my blackberry today. This sucks.,0
I totally forgot thats its friday till I read `s tweet. Ha. I feel dumb  *Take A Breath*,0
It`s teddy chucking time,0
" oh dear, hope you are feeling better soon, get some nice hot chicken soup down you.",1
"Twitter, you just fail at life sometimes.  Oh well. http://tinyurl.com/qkxh7q",0
oh yes! Level 40,1
 Thabks! This made me feel very special!,1
great party alenka!!  happy birthday chicky! <3,1
 YAEH! THANK GOD IM HOME!...it suekd and we were kicked out of a church.,0
 Good luck tonight! have fun,1
This day jus keeps getting better and better  FML,1
Excitement: 8 new followers overnight. Sadness: 6 of them are ad bots.,0
Goodmorning yall! I woke up to early,1
" sounds good.  and yeah, I turn 21 tomorrow so I`ll definitely be partying.",1
 Thanks. Feel so happy 2 Make Ur Day a Great one. Enjoy it 2 the fullest N Have Fun Always,1
Its so hard letting her go and seeing her cry.,0
What a burden. Abit of a fail lunch with Dan,0
" Fun to read, thanks! You Brits make things interesting  Funny they whittled 33 saints days to four,... http://ff.im/-2zgfk",1
On my way to lake geneva and I miss my laura,0
 Good morning and thank you for the re-tweet. Have a great day yourself.,1
 maybe used to have. Besides without AC it`s too hot to sleep,0
 lol good morning!  Ran 4 milles & hit the gym?  Have a great day!!!,1
